Model,Params,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s)
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",3630300.508927842,0.9281048693262337,1465.986909750006,4.723849058470336,4.723849058470336,1905.3347498347482,6.276919525682123,0.23598003387451172
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",3556893.9341976866,0.9295586264655006,1451.344713233519,4.674201080033693,4.674201080033693,1885.9729410035784,6.196353406312154,0.19234275817871094
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",20477070.68980083,0.5944683726764057,3750.8464957522983,12.330193265397757,12.330193265397757,4525.1597419097625,15.167534058566105,0.1436021327972412
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",20422695.563217714,0.5955452275597636,3747.079524223207,12.31811806298053,12.31811806298053,4519.147658930577,15.145994122578488,0.07655715942382812
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",20368160.463875543,0.5966252505726987,3743.6236339088177,12.304606183445431,12.304606183445431,4513.109843985137,15.11053137186465,0.08928322792053223
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",9255270.602109058,0.816706939901177,2494.4788727894415,8.181158123272064,8.181158123272064,3042.247623404291,10.19857631714642,0.13018465042114258
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",9190602.890840705,0.8179876310011501,2487.9065043806577,8.1581122096229,8.1581122096229,3031.600714282919,10.154679342387658,0.14340758323669434
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",9088464.093958767,0.8200104062867303,2477.6248350904684,8.124281157935947,8.124281157935947,3014.7079616372075,10.084316862663627,0.15626740455627441
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",3359066.2802035674,0.9334764412579163,1416.8042937370317,4.588680226400026,4.588680226400026,1832.7755673304812,6.0971453239084035,0.24077939987182617
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",3295400.5028616064,0.9347372898764233,1402.9359380032622,4.54441867221007,4.54441867221007,1815.323801105909,6.039325350967675,0.4576907157897949
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",3171894.826778518,0.9371832187187076,1377.9931619348497,4.465680135707963,4.465680135707963,1780.9814223563699,5.914753864918332,0.25585103034973145
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",2685646.352450502,0.9468129718247547,1198.674612258477,3.781647975511742,3.781647975511742,1638.7941763536085,5.244405321662684,0.048264265060424805
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",2659748.4787977617,0.9473258580185718,1193.3113384677029,3.766831898514935,3.766831898514935,1630.873532435229,5.218960059562903,0.047527313232421875
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",2613326.0684796157,0.9482452158645149,1175.9305126983445,3.709381752159582,3.709381752159582,1616.578506748007,5.163058678148334,0.040627479553222656
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",2678273.015788242,0.9469589947232808,1196.8909610530209,3.775443769478659,3.775443769478659,1636.543007619489,5.234061143806849,0.06283354759216309
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",2588247.299158231,0.9487418803673747,1174.9208261892798,3.7168924161631733,3.7168924161631733,1608.803064131291,5.167557146369087,0.055809736251831055
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",2613322.7008496216,0.948245282557671,1175.929346181371,3.7093733708377528,3.7093733708377528,1616.5774651558215,5.163049497747962,0.1187593936920166
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",2678301.451147572,0.9469584315842599,1196.8983813249947,3.7757643483103913,3.7757643483103913,1636.551695226146,5.234433277477437,0.08670163154602051
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",2588297.870113455,0.9487408788509919,1174.9098342058037,3.717314040612022,3.717314040612022,1608.818781004702,5.168124511061902,0.08313322067260742
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",2613322.7008496216,0.948245282557671,1175.929346181371,3.7093733708377528,3.7093733708377528,1616.5774651558215,5.163049497747962,0.08005261421203613
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",2319044.4952315018,0.9540732215933859,1099.2024610840667,3.488522720288647,3.488522720288647,1522.84092906367,4.922064300758986,0.04735970497131348
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",2267560.1092782603,0.9550928277242459,1082.5766148495366,3.433861830376602,3.433861830376602,1505.841993463544,4.864105134995751,0.048431396484375
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",2137828.7161650476,0.9576620517974119,1050.685136699253,3.340072960361342,3.340072960361342,1462.1315659560353,4.729369592157222,0.04683232307434082
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",2314647.649835669,0.9541602975182325,1097.8309494794216,3.4824467671257207,3.4824467671257207,1521.396611615679,4.912315595384368,0.07071971893310547
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",2267555.668021922,0.9550929156796931,1082.580063381674,3.4338210992950877,3.4338210992950877,1505.8405187874052,4.864043131317472,0.06411075592041016
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",2137825.5861615157,0.9576621137845703,1050.684109136318,3.340066674794785,3.340066674794785,1462.130495599321,4.729361671052976,0.0700538158416748
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",2314701.1326746973,0.9541592383343739,1097.8320823342585,3.482971461889804,3.482971461889804,1521.4141884032426,4.912948781346785,0.09665775299072266
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",2263804.425965876,0.9551672059587334,1081.3049315004744,3.428660679346302,3.428660679346302,1504.5944390319526,4.855932958746894,0.08239483833312988
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",2137825.5861615157,0.9576621137845703,1050.684109136318,3.340066674794785,3.340066674794785,1462.130495599321,4.729361671052976,0.18535256385803223
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",2202614.1514426135,0.9563790292697774,1067.1516951064123,3.3945781526752157,3.3945781526752157,1484.1206660654698,4.820322042925971,0.05103468894958496
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",2172720.957327921,0.9569710395157189,1057.7766998604593,3.369040789343438,3.369040789343438,1474.0152500323466,4.797928870310287,0.051808834075927734
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",2010116.25017813,0.960191292671058,1015.2621260021832,3.2327227101606257,3.2327227101606257,1417.78568555975,4.60026104560592,0.0523681640625
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",2198502.6173162283,0.9564604548384209,1065.7618562421999,3.39103921723148,3.39103921723148,1482.734843900361,4.8173855752272114,0.06166243553161621
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",2172719.7652278594,0.9569710631242851,1057.7762392212885,3.3690394528536527,3.3690394528536527,1474.0148456606057,4.797927597033781,0.0692288875579834
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",2010118.8921577958,0.9601912403488128,1015.263116648646,3.232727677139424,3.232727677139424,1417.7866172868878,4.600267142628091,0.06575918197631836
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",2156079.6877799095,0.9573006062405092,1051.5108611884955,3.348341217901519,3.348341217901519,1468.359522657823,4.775296933624838,0.08675813674926758
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",2172763.9127679337,0.9569701888183827,1057.7778167575025,3.369466603511448,3.369466603511448,1474.029820854359,4.798457406228708,0.11102294921875
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",2010118.8921577958,0.9601912403488128,1015.263116648646,3.232727677139424,3.232727677139424,1417.7866172868878,4.600267142628091,0.10235738754272461
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",46604378.18344667,0.07703842940041283,5671.267896076107,18.650775062218482,18.650775062218482,6826.739938173027,22.833004192398253,0.04405999183654785
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",46606994.04193295,0.07698662446381532,5671.321500972219,18.650859468852094,18.650859468852094,6826.9315246260485,22.83340727356357,0.10527586936950684
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",46613074.944919534,0.07686619715655518,5671.288243621305,18.650837978316424,18.650837978316424,6827.376871457993,22.83478089773313,0.0417325496673584
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",43048995.10233651,0.14744988172594076,5442.446465776085,17.891253758746135,17.891253758746135,6561.173302263591,21.925401779991457,0.07373690605163574
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",43045676.30685381,0.14751560775449457,5442.232227245945,17.890691021202105,17.890691021202105,6560.920385651224,21.925211430357315,0.1329662799835205
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",43048555.102423996,0.14745859556412821,5441.520238134165,17.88867224440561,17.88867224440561,6561.139771596395,21.92634160800202,0.06579422950744629
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",36782482.20260319,0.2715530414195242,5014.095599672253,16.472472117557064,16.472472117557064,6064.8563216784605,20.23851937813972,0.12988710403442383
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",36792760.26079205,0.27134949288828203,5014.727685455579,16.47413132851905,16.47413132851905,6065.703608056699,20.24049759430784,0.12537837028503418
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",36779018.6898206,0.27162163345577084,5013.809837549092,16.47211494692723,16.47211494692723,6064.570775398751,20.239362693177725,0.1345229148864746
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",46160961.1967956,0.08581993994474568,5647.441377031078,18.577073403773205,18.577073403773205,6794.18583767,22.73947659260081,0.0629262924194336
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",46160427.173185825,0.08583051584531176,5647.364474918032,18.576779416229,18.576779416229,6794.146537511965,22.739298368246644,0.1487274169921875
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",46166388.59108595,0.08571245484240675,5646.260408977488,18.573536965360297,18.573536965360297,6794.585240548973,22.741702894699596,0.0651857852935791
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",42226728.60116115,0.16373419686879997,5397.556427175607,17.75216649548481,17.75216649548481,6498.2096458302385,21.744008251862358,0.10133790969848633
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",42225670.9297117,0.16375514318629658,5397.110390496388,17.750483683520986,17.750483683520986,6498.128263562647,21.743290378318672,0.13866090774536133
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",42237147.561644964,0.16352785788291546,5395.889456983383,17.746815887208143,17.746815887208143,6499.011275697632,21.746917183718175,0.1362926959991455
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",35408733.589943014,0.29875900846749126,4934.596627916486,16.22471770874451,16.22471770874451,5950.523808030938,19.904728677982455,0.1936190128326416
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",35406612.82731507,0.29880100843578283,4933.814521083714,16.221762202189495,16.221762202189495,5950.34560570351,19.903220770407284,0.20659184455871582
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",35408122.48940911,0.29877111081346286,4932.129348492566,16.21613404853184,16.21613404853184,5950.472459343805,19.90368050594568,0.3007495403289795
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",46052449.2941776,0.0879689293739111,5642.417437632159,18.562973852620352,18.562973852620352,6786.195494839329,22.720961015320647,0.09132552146911621
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",46040392.24010445,0.08820770946277634,5641.767238799639,18.560968594750864,18.560968594750864,6785.307085173408,22.718546499447807,0.07275223731994629
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",46033877.630791016,0.08833672596891029,5641.434612470592,18.55951313304893,18.55951313304893,6784.827015539233,22.715809089339782,0.07750535011291504
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",42030447.41425708,0.1676213851460696,5388.4659782350145,17.726444384074213,17.726444384074213,6483.089341838278,21.708188316146934,0.1338202953338623
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",42003128.747519754,0.16816240898420176,5386.876983453776,17.721499392456224,17.721499392456224,6480.9820820242785,21.70234156263379,-1.353821039199829
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",41983606.39464907,0.16854903320642378,5386.038964593866,17.71861835979544,17.71861835979544,6479.475780852111,21.69713502759379,0.12886881828308105
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",35085622.05037533,0.3051579680859282,4918.989588681649,16.18043068003176,16.18043068003176,5923.311746850349,19.839908143420438,0.2603182792663574
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",35043695.83430981,0.3059882824842195,4916.39192588475,16.171643224760768,16.171643224760768,5919.771603221682,19.82764416633732,0.2761270999908447
XGBoost,"{'gamma': 1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",35009829.36838203,0.30665898012683857,4914.850643327961,16.166408000846793,16.166408000846793,5916.910458033148,19.818418684196555,0.3251194953918457
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",23485238.460533656,0.5348940717518461,3958.70632770676,12.97657025749561,12.97657025749561,4846.157081702331,16.103938878506103,0.04403281211853027
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",23490876.511749487,0.5347824147614921,3959.7074237707584,12.979238455934365,12.979238455934365,4846.738750102948,16.10388418289818,0.04351043701171875
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",23490492.2923409,0.534790023912448,3961.9065515077646,12.98691208168979,12.98691208168979,4846.699113039812,16.10534985224899,0.04275083541870117
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",12341211.721448658,0.7555924014543327,2817.616214595061,9.186823236323532,9.186823236323532,3513.006080474194,11.575821175144622,0.08052802085876465
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",12317114.043109585,0.7560696362531769,2814.031859132261,9.177982354551716,9.177982354551716,3509.574624240035,11.574201992602525,0.07661056518554688
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",12309525.327585626,0.7562199245538008,2815.8836616055146,9.181116777687084,9.181116777687084,3508.4933130313398,11.562034307283078,0.0691063404083252
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",5196498.609212973,0.8970875976694971,1765.5610357253959,5.65447372066759,5.65447372066759,2279.5829902008336,7.355460340197414,0.13414669036865234
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",5202527.776230386,0.8969681949507676,1768.5259772060642,5.662901840595409,5.662901840595409,2280.9050344611865,7.357627904222304,0.13509178161621094
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",5181745.166482621,0.8973797775290921,1766.4977284736033,5.6580068387899685,5.6580068387899685,2276.344694127544,7.345243715369509,0.13718342781066895
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",21258301.49376105,0.5789967359347741,3798.5566806872603,12.475109349383382,12.475109349383382,4610.672564145176,15.404900571505953,0.12897062301635742
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",21230204.119149454,0.57955318144509,3798.1795519419557,12.47237669901514,12.47237669901514,4607.624563606442,15.392571468854879,0.059615135192871094
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",21204985.78526469,0.580052609909913,3794.796711081398,12.459571168553124,12.459571168553124,4604.887163141426,15.374857723411658,0.05742049217224121
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",10031880.937544448,0.8013268077574569,2567.2845320014494,8.401022172583014,8.401022172583014,3167.314467738315,10.557994339809351,0.11520910263061523
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",9999407.016301606,0.8019699271921985,2563.7230001104776,8.388975044515885,8.388975044515885,3162.183899823286,10.54015685454726,0.10416698455810547
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",9934262.60000597,0.8032600590451189,2556.376279713717,8.364802368110356,8.364802368110356,3151.866526362747,10.499695527218321,0.10481142997741699
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",3980068.999245368,0.9211779906132724,1538.6805294015871,4.965922228993976,4.965922228993976,1995.0110273493146,6.613892382170654,0.17537665367126465
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",3923346.6100667277,0.9223013311114207,1528.1224705719942,4.9296220727263105,4.9296220727263105,1980.7439536867778,6.55836342477124,0.2256793975830078
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",3831174.3985506953,0.924126726330119,1509.1843524980002,4.865907014379359,4.865907014379359,1957.338600894259,6.469936009181897,0.1721045970916748
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",20802918.172336373,0.5880152299464861,3773.4454782640173,12.405320678406936,12.405320678406936,4561.021614982368,15.29192564656321,0.06943869590759277
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",20715665.603397444,0.5897431956700011,3766.0975364652045,12.381518594419838,12.381518594419838,4551.446539661588,15.260258772851904,0.0720984935760498
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",20634237.87563456,0.5913558051808621,3761.386922106461,12.362455154911085,12.362455154911085,4542.49247392162,15.217419422063431,0.07545733451843262
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",9658964.813793702,0.8087121064073839,2538.5406708607657,8.323716847681592,8.323716847681592,3107.887516271093,10.425336121636924,0.11868786811828613
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",9570327.90411665,0.8104674878663234,2527.7079524879787,8.289862709256681,8.289862709256681,3093.5946573713645,10.383344391339572,0.12760090827941895
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",9467872.859920379,0.8124965261711586,2516.920168196081,8.252780135373055,8.252780135373055,3076.990877451602,10.315581919895788,0.13163423538208008
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",3819949.8650610736,0.9243490190301321,1511.111380760815,4.890714137522724,4.890714137522724,1954.4692028939912,6.515815781556871,0.31128931045532227
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",3744780.605312071,0.9258376847036801,1496.5927269723672,4.8410611693186825,4.8410611693186825,1935.1435619385118,6.439285607157854,0.21393942832946777
XGBoost,"{'gamma': 1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",3613267.828222865,0.928442187628671,1469.973986750133,4.756285961929001,4.756285961929001,1900.8597602724049,6.32383562356942,0.20969676971435547
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",3180747.016427894,0.9370079083470109,1321.2898167619096,4.166509203708452,4.166509203708452,1783.4648907191568,5.7219871951200405,0.04530978202819824
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",3042498.2529604817,0.9397458119697365,1286.9120697203966,4.059212403180143,4.059212403180143,1744.2758534591028,5.6033831692139815,0.04327058792114258
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",2838437.8643125463,0.9437870609713283,1232.6901783213611,3.898435124838509,3.898435124838509,1684.7664123885384,5.429130603746639,0.0398867130279541
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",3172730.590083854,0.9371666671104036,1319.28110700694,4.157623943016676,4.157623943016676,1781.216042506875,5.707104201270456,0.12302994728088379
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",2991158.6331545687,0.94076255112552,1274.1504907072501,4.025132663318703,4.025132663318703,1729.4966415563138,5.570480725266331,0.13292527198791504
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",2838437.8643125463,0.9437870609713283,1232.6901783213611,3.898435124838509,3.898435124838509,1684.7664123885384,5.429130603746639,0.050983428955078125
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",3160589.6392261945,0.9374071087064281,1317.3907503423372,4.151233272026724,4.151233272026724,1777.80472471703,5.685913558730482,0.07744407653808594
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",2983170.0321858632,0.9409207588301255,1272.4048810757047,4.019682886802263,4.019682886802263,1727.185581281254,5.560889007053622,0.10019826889038086
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",2838437.8643125463,0.9437870609713283,1232.6901783213611,3.898435124838509,3.898435124838509,1684.7664123885384,5.429130603746639,0.08350777626037598
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",2780286.6776046013,0.9449386976352685,1219.1921228869878,3.867718853817136,3.867718853817136,1667.4191667378066,5.433262628140585,0.04422783851623535
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",2742287.2943678875,0.9456912443229621,1209.3208432490703,3.8528299723254307,3.8528299723254307,1655.9852941279062,5.4386305984192145,0.04455685615539551
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",2554836.690990279,0.9494035501201177,1165.7997355683838,3.7036664615545294,3.7036664615545294,1598.3856515216467,5.206765297242531,0.04517221450805664
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",2759771.5618059607,0.945344982714838,1215.3248149150447,3.8571816497310922,3.8571816497310922,1661.2560193437857,5.416472348459802,0.0567018985748291
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",2715319.779298752,0.9462253138896755,1202.3138237843636,3.8348517691488158,3.8348517691488158,1647.8227390404443,5.4225282145825835,0.06070303916931152
XGBoost,"{'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",2554833.608767166,0.949403611161024,1165.7985846238455,3.7036608271954754,3.7036608271954754,1598.3846873538191,5.206758928769169,0.05469036102294922
